山通番,パレット数,構成
472,3,日野|2026091207|07|Q10-B-5|616246010000|1|500|72.907; 日野|2026091207|07|Q10-B-7|616236014000|1|500|72.908; 日野|2026091207|07|Q10-D-25|617416014000|1|750|62.1901
473,1,KVC|2026090807|B7|L12-C-5|537214206090|1|515|194.1301
474,2,日野|2026090707|07|Q10-A-27|5831160F4000|5|600|72.917; 日野|2026091107|07|Q10-B-23|5831160F1000|5|600|72.918
475,1,日野|2026090807|07|Q10-A-27|5831160F4000|5|600|72.917
476,2,織機|2026090707|21|Q9-A-5|551124202000|17|830|16.6501; 織機|2026090807|21|Q9-A-5|551124202000|17|830|16.6501
477,2,織機|2026090907|21|Q9-A-5|551124202000|17|830|16.6501; 織機|2026091007|21|Q9-A-5|551124202000|17|830|16.6501
478,2,織機|2026090707|61|Q9-A-5|551124202000|17|830|16.6501; 織機|2026091107|21|Q9-A-5|551124202000|17|830|16.6501
479,2,織機|2026090807|61|Q9-A-5|551124202000|17|830|16.6501; 織機|2026090907|61|Q9-A-5|551124202000|17|830|16.6501
480,2,織機|2026090707|21|Q9-A-1|551124201000|17|830|16.65; 織機|2026091007|61|Q9-A-5|551124202000|17|830|16.6501
481,2,織機|2026090807|21|Q9-A-1|551124201000|17|830|16.65; 織機|2026090907|21|Q9-A-1|551124201000|17|830|16.65
482,2,織機|2026091007|21|Q9-A-1|551124201000|17|830|16.65; 織機|2026091107|21|Q9-A-1|551124201000|17|830|16.65
483,2,織機|2026090807|61|Q9-A-1|551124201000|17|830|16.65; 織機|2026091007|61|Q9-A-1|551124201000|17|830|16.65
484,4,日野|2026090807|W5|Q10-A-20|671466020000|21|500|72.914; 日野|2026091107|07|Q10-B-1|617766003000|21|500|72.905; 日野|2026091107|W5|Q10-A-20|671466020000|21|500|72.914; 日野|2026091107|W5|Q10-A-22|671456020000|21|500|72.915
485,3,日野|2026090907|W5|Q10-A-20|671466020000|21|500|72.914; 日野|2026091207|W5|Q10-A-20|671466020000|21|500|72.914; 日野|2026091207|W5|Q10-A-22|671456020000|21|500|72.915
486,1,KVC|2026082108|B3|C15-A-1|581167801100|1|830|313.7402
487,1,KVC|2026082508|B3|C15-A-1|581167801100|1|830|313.7402
488,1,KVC|2026082808|B3|C15-A-1|581167801100|1|830|313.7402
489,2,日野|2026090708|07|Q10-A-24|631426010000|1|1000|72.916; 日野|2026090708|07|Q10-A-24|631426010000|1|1000|72.916
490,3,日野|2026090708|06|Q10-A-12|486236006000|1|750|72.912; 日野|2026090708|06|Q10-A-13|486246006000|1|750|72.913; 日野|2026090708|07|Q10-B-7|616236014000|1|500|72.908
491,3,日野|2026090708|07|Q10-B-5|616246010000|1|500|72.907; 日野|2026090708|07|Q10-D-23|617426014000|1|750|62.19; 日野|2026090708|07|Q10-D-25|617416014000|1|750|62.1901
492,2,KVC|2026090808|B7|C15-A-1|581167801100|1|830|313.7402; KVC|2026090808|B7|L12-D-8|537224207090|1|515|194.1302
493,2,日野|2026090808|07|Q10-A-24|631426010000|1|1000|72.916; 日野|2026090808|07|Q10-A-24|631426010000|1|1000|72.916
494,3,日野|2026090808|06|Q10-A-10|486216006000|1|750|72.91; 日野|2026090808|06|Q10-A-11|486226006000|1|750|72.911; 日野|2026090808|07|Q10-B-7|616236014000|1|500|72.908
495,3,日野|2026090808|07|Q10-B-5|616246010000|1|500|72.907; 日野|2026090808|07|Q10-D-25|617416014000|1|750|62.1901; 日野|2026090808|07|Q10-D-25|617416014000|1|750|62.1901
496,3,織機|2026090808|28|C12-B-6|582114202000|1|550|346.5; 織機|2026090808|28|C15-A-3|583114214100|1|750|313.7401; 織機|2026090808|28|C15-A-3|583114214100|1|750|313.7401
497,3,日野|2026090908|06|Q10-A-10|486216006000|1|750|72.91; 日野|2026090908|06|Q10-A-12|486236006000|1|750|72.912; 日野|2026090908|07|Q10-B-7|616236014000|1|500|72.908
498,3,日野|2026090908|07|Q10-D-23|617426014000|1|750|62.19; 日野|2026090908|07|Q10-D-23|617426014000|1|750|62.19; 日野|2026090908|07|Q10-D-25|617416014000|1|750|62.1901
499,3,織機|2026090908|28|C12-B-6|582114202000|1|550|346.5; 織機|2026090908|28|C15-A-3|583114214100|1|750|313.7401; 織機|2026090908|28|C15-A-3|583114214100|1|750|313.7401
500,2,KVC|2026091008|B7|C15-A-1|581167801100|1|830|313.7402; KVC|2026091008|B7|L12-C-5|537214206090|1|515|194.1301
501,2,日野|2026091008|07|Q10-A-24|631426010000|1|1000|72.916; 日野|2026091008|07|Q10-A-24|631426010000|1|1000|72.916
502,3,日野|2026091008|06|Q10-A-10|486216006000|1|750|72.91; 日野|2026091008|06|Q10-A-13|486246006000|1|750|72.913; 日野|2026091008|07|Q10-A-30|631426011000|1|515|72.919
503,3,日野|2026091008|07|Q10-D-23|617426014000|1|750|62.19; 日野|2026091008|07|Q10-D-25|617416014000|1|750|62.1901; 日野|2026091108|07|Q10-A-24|631426010000|1|1000|72.916
504,3,織機|2026091008|28|C12-B-6|582114202000|1|550|346.5; 織機|2026091008|28|C15-A-3|583114214100|1|750|313.7401; 織機|2026091008|28|C15-A-3|583114214100|1|750|313.7401
505,3,日野|2026091108|06|Q10-A-12|486236006000|1|750|72.912; 日野|2026091108|06|Q10-A-13|486246006000|1|750|72.913; 日野|2026091108|07|Q10-B-7|616236014000|1|500|72.908
506,3,日野|2026091108|07|Q10-B-5|616246010000|1|500|72.907; 日野|2026091108|07|Q10-D-25|617416014000|1|750|62.1901; 日野|2026091108|07|Q10-D-25|617416014000|1|750|62.1901
507,1,KVC|2026083108|B3|C15-A-1|581167801100|1|830|313.7402
508,1,日野|2026090808|07|Q10-D-23|617426014000|1|750|62.19
509,1,日野|2026091108|07|Q10-D-23|617426014000|1|750|62.19
510,3,日野|2026090908|07|Q10-B-5|616246010000|1|500|72.907; 日野|2026090908|07|Q10-B-5|616246010000|1|500|72.907; 日野|2026090908|07|Q10-D-25|617416014000|1|750|62.1901
511,1,日野|2026090908|07|Q10-A-24|631426010000|1|1000|72.916
512,3,日野|2026091008|07|Q10-B-5|616246010000|1|500|72.907; 日野|2026091008|07|Q10-B-7|616236014000|1|500|72.908; 日野|2026091008|07|Q10-D-25|617416014000|1|750|62.1901
513,2,日野|2026090708|07|Q10-B-23|5831160F1000|5|600|72.918; 日野|2026090808|07|Q10-B-23|5831160F1000|5|600|72.918
514,2,日野|2026090908|07|Q10-B-23|5831160F1000|5|600|72.918; 日野|2026091008|07|Q10-B-23|5831160F1000|5|600|72.918
515,2,日野|2026090908|07|Q10-A-27|5831160F4000|5|600|72.917; 日野|2026091008|07|Q10-A-27|5831160F4000|5|600|72.917
516,1,日野|2026091108|07|Q10-A-27|5831160F4000|5|600|72.917
517,2,織機|2026090708|21|Q9-A-5|551124202000|17|830|16.6501; 織機|2026090908|21|Q9-A-5|551124202000|17|830|16.6501
518,2,織機|2026090708|21|Q9-A-1|551124201000|17|830|16.65; 織機|2026091008|21|Q9-A-5|551124202000|17|830|16.6501
519,2,織機|2026090808|21|Q9-A-1|551124201000|17|830|16.65; 織機|2026090908|21|Q9-A-1|551124201000|17|830|16.65
520,2,織機|2026091008|21|Q9-A-1|551124201000|17|830|16.65; 織機|2026091108|21|Q9-A-1|551124201000|17|830|16.65
521,2,織機|2026090708|61|Q9-A-1|551124201000|17|830|16.65; 織機|2026090908|61|Q9-A-1|551124201000|17|830|16.65
522,4,日野|2026090708|07|Q10-B-1|617766003000|21|500|72.905; 日野|2026090708|07|Q10-B-B|617756003000|21|500|72.901; 日野|2026090708|W5|Q10-A-20|671466020000|21|500|72.914; 日野|2026090708|W5|Q10-A-22|671456020000|21|500|72.915
523,4,日野|2026090908|07|Q10-B-1|617766003000|21|500|72.905; 日野|2026090908|07|Q10-B-3|617756002000|21|500|72.906; 日野|2026090908|W5|Q10-A-20|671466020000|21|500|72.914; 日野|2026090908|W5|Q10-A-22|671456020000|21|500|72.915
524,4,日野|2026091008|07|Q10-B-3|617756002000|21|500|72.906; 日野|2026091008|W5|Q10-A-20|671466020000|21|500|72.914; 日野|2026091008|W5|Q10-A-20|671466020000|21|500|72.914; 日野|2026091008|W5|Q10-A-22|671456020000|21|500|72.915
525,1,日野|2026091008|07|Q10-B-1|617766003000|21|500|72.905
526,2,日野|2026090708|07|Q10-B-A|617766004000|21|500|72.9; 日野|2026090808|07|Q10-B-1|617766003000|21|500|72.905
527,3,日野|2026091108|07|Q10-B-3|617756002000|21|500|72.906; 日野|2026091108|W5|Q10-A-20|671466020000|21|500|72.914; 日野|2026091108|W5|Q10-A-22|671456020000|21|500|72.915
528,1,日野|2026091009|07|Q10-A-24|631426010000|1|1000|72.916
529,3,日野|2026090709|06|Q10-A-11|486226006000|1|750|72.911; 日野|2026090709|06|Q10-A-12|486236006000|1|750|72.912; 日野|2026090709|06|Q10-A-13|486246006000|1|750|72.913
530,3,日野|2026090709|06|Q10-A-10|486216006000|1|750|72.91; 日野|2026090709|07|Q10-B-5|616246010000|1|500|72.907; 日野|2026090709|07|Q10-D-25|617416014000|1|750|62.1901
531,3,日野|2026090709|07|Q10-D-23|617426014000|1|750|62.19; 日野|2026090709|07|Q10-D-23|617426014000|1|750|62.19; 日野|2026090809|07|Q10-A-24|631426010000|1|1000|72.916
532,3,日野|2026090809|06|Q10-A-11|486226006000|1|750|72.911; 日野|2026090809|06|Q10-A-12|486236006000|1|750|72.912; 日野|2026090809|06|Q10-A-13|486246006000|1|750|72.913
533,2,KVC|2026090909|B7|C15-A-1|581167801100|1|830|313.7402; KVC|2026090909|B7|L12-D-8|537224207090|1|515|194.1302
534,2,日野|2026090909|07|Q10-A-24|631426010000|1|1000|72.916; 日野|2026090909|07|Q10-A-24|631426010000|1|1000|72.916
535,3,日野|2026090909|06|Q10-A-11|486226006000|1|750|72.911; 日野|2026090909|06|Q10-A-13|486246006000|1|750|72.913; 日野|2026090909|07|Q10-B-7|616236014000|1|500|72.908
536,3,日野|2026090909|07|Q10-D-23|617426014000|1|750|62.19; 日野|2026090909|07|Q10-D-25|617416014000|1|750|62.1901; 日野|2026090909|07|Q10-D-25|617416014000|1|750|62.1901
537,3,日野|2026091009|06|Q10-A-10|486216006000|1|750|72.91; 日野|2026091009|06|Q10-A-11|486226006000|1|750|72.911; 日野|2026091009|06|Q10-A-12|486236006000|1|750|72.912
538,3,日野|2026091009|07|Q10-B-7|616236014000|1|500|72.908; 日野|2026091009|07|Q10-D-23|617426014000|1|750|62.19; 日野|2026091009|07|Q10-D-25|617416014000|1|750|62.1901
539,1,日野|2026090909|07|Q10-A-24|631426010000|1|1000|72.916
540,2,日野|2026090809|07|Q10-B-23|5831160F1000|5|600|72.918; 日野|2026090909|07|Q10-B-23|5831160F1000|5|600|72.918
541,2,日野|2026090709|07|Q10-A-27|5831160F4000|5|600|72.917; 日野|2026091009|07|Q10-B-23|5831160F1000|5|600|72.918
542,2,日野|2026090809|07|Q10-A-27|5831160F4000|5|600|72.917; 日野|2026090909|07|Q10-A-27|5831160F4000|5|600|72.917
543,1,日野|2026091009|07|Q10-A-27|5831160F4000|5|600|72.917
544,2,TMK|2026090809|B7|Q9-A-5|551124202000|17|830|16.6501; TMK|2026090909|B7|Q9-A-5|551124202000|17|830|16.6501
545,2,TMK|2026091009|B7|Q9-A-5|551124202000|17|830|16.6501; TMK|2026091109|B7|Q9-A-5|551124202000|17|830|16.6501
546,4,日野|2026090809|07|Q10-B-3|617756002000|21|500|72.906; 日野|2026090809|W5|Q10-A-20|671466020000|21|500|72.914; 日野|2026090809|W5|Q10-A-20|671466020000|21|500|72.914; 日野|2026090809|W5|Q10-A-22|671456020000|21|500|72.915
547,2,日野|2026090709|07|Q10-B-3|617756002000|21|500|72.906; 日野|2026090709|W5|Q10-A-22|671456020000|21|500|72.915
548,1,KVC|2026091010|B7|L12-D-8|537224207090|1|515|194.1302
549,3,日野|2026090710|06|Q10-A-10|486216006000|1|750|72.91; 日野|2026090710|06|Q10-A-11|486226006000|1|750|72.911; 日野|2026090710|06|Q10-A-13|486246006000|1|750|72.913
550,2,KVC|2026090810|B7|C15-A-1|581167801100|1|830|313.7402; KVC|2026090810|B7|L12-D-8|537224207090|1|515|194.1302
551,3,日野|2026090810|06|Q10-A-10|486216006000|1|750|72.91; 日野|2026090810|06|Q10-A-11|486226006000|1|750|72.911; 日野|2026090810|06|Q10-A-12|486236006000|1|750|72.912
552,2,KVC|2026090910|B7|C15-A-1|581167801100|1|830|313.7402; KVC|2026090910|B7|L12-C-5|537214206090|1|515|194.1301
553,3,日野|2026090910|06|Q10-A-11|486226006000|1|750|72.911; 日野|2026090910|06|Q10-A-12|486236006000|1|750|72.912; 日野|2026090910|06|Q10-A-13|486246006000|1|750|72.913
554,3,日野|2026090910|06|Q10-A-10|486216006000|1|750|72.91; 日野|2026090910|07|Q10-B-5|616246010000|1|500|72.907; 日野|2026090910|07|Q10-D-23|617426014000|1|750|62.19
555,3,日野|2026091010|06|Q10-A-11|486226006000|1|750|72.911; 日野|2026091010|06|Q10-A-12|486236006000|1|750|72.912; 日野|2026091010|06|Q10-A-13|486246006000|1|750|72.913
556,3,日野|2026091010|06|Q10-A-10|486216006000|1|750|72.91; 日野|2026091010|07|Q10-B-5|616246010000|1|500|72.907; 日野|2026091010|07|Q10-D-25|617416014000|1|750|62.1901
557,1,KVC|2026091110|B7|L12-C-5|537214206090|1|515|194.1301
558,1,日野|2026090710|07|Q10-A-24|631426010000|1|1000|72.916
559,1,日野|2026091010|07|Q10-D-23|617426014000|1|750|62.19
560,1,日野|2026090810|07|Q10-B-1|617766003000|21|500|72.905
561,2,日野|2026090710|07|Q10-B-1|617766003000|21|500|72.905; 日野|2026090710|W5|Q10-A-20|671466020000|21|500|72.914
562,3,日野|2026090711|06|Q10-A-10|486216006000|1|750|72.91; 日野|2026090711|06|Q10-A-12|486236006000|1|750|72.912; 日野|2026090711|07|Q10-B-7|616236014000|1|500|72.908
563,3,日野|2026090711|07|Q10-B-5|616246010000|1|500|72.907; 日野|2026090711|07|Q10-D-25|617416014000|1|750|62.1901; 日野|2026090711|07|Q10-D-25|617416014000|1|750|62.1901
564,3,日野|2026090811|06|Q10-A-10|486216006000|1|750|72.91; 日野|2026090811|06|Q10-A-13|486246006000|1|750|72.913; 日野|2026090811|07|Q10-B-7|616236014000|1|500|72.908
565,3,日野|2026090811|07|Q10-B-5|616246010000|1|500|72.907; 日野|2026090811|07|Q10-D-23|617426014000|1|750|62.19; 日野|2026090811|07|Q10-D-25|617416014000|1|750|62.1901
566,3,日野|2026090911|06|Q10-A-11|486226006000|1|750|72.911; 日野|2026090911|06|Q10-A-12|486236006000|1|750|72.912; 日野|2026090911|06|Q10-A-13|486246006000|1|750|72.913
567,4,日野|2026090911|06|Q10-A-10|486216006000|1|750|72.91; 日野|2026090911|07|Q10-A-7|631436012000|1|515|72.909; 日野|2026090911|07|Q10-B-5|616246010000|1|500|72.907; 日野|2026090911|07|Q10-B-7|616236014000|1|500|72.908
568,3,日野|2026090911|07|Q10-D-23|617426014000|1|750|62.19; 日野|2026090911|07|Q10-D-25|617416014000|1|750|62.1901; 日野|2026090911|07|Q10-D-25|617416014000|1|750|62.1901
569,3,日野|2026091011|06|Q10-A-11|486226006000|1|750|72.911; 日野|2026091011|06|Q10-A-13|486246006000|1|750|72.913; 日野|2026091011|07|Q10-B-7|616236014000|1|500|72.908
570,3,日野|2026091011|07|Q10-B-5|616246010000|1|500|72.907; 日野|2026091011|07|Q10-D-23|617426014000|1|750|62.19; 日野|2026091011|07|Q10-D-25|617416014000|1|750|62.1901
571,1,日野|2026091011|07|Q10-A-24|631426010000|1|1000|72.916
572,2,日野|2026090711|07|Q10-B-23|5831160F1000|5|600|72.918; 日野|2026090911|07|Q10-B-23|5831160F1000|5|600|72.918
573,2,日野|2026090711|07|Q10-A-27|5831160F4000|5|600|72.917; 日野|2026091011|07|Q10-B-23|5831160F1000|5|600|72.918
574,2,日野|2026090811|07|Q10-A-27|5831160F4000|5|600|72.917; 日野|2026090911|07|Q10-A-27|5831160F4000|5|600|72.917
575,1,日野|2026091011|07|Q10-A-27|5831160F4000|5|600|72.917
576,4,日野|2026090711|07|Q10-B-1|617766003000|21|500|72.905; 日野|2026090711|07|Q10-B-3|617756002000|21|500|72.906; 日野|2026090711|W5|Q10-A-20|671466020000|21|500|72.914; 日野|2026090711|W5|Q10-A-22|671456020000|21|500|72.915
577,4,日野|2026090911|07|Q10-B-3|617756002000|21|500|72.906; 日野|2026090911|W5|Q10-A-20|671466020000|21|500|72.914; 日野|2026090911|W5|Q10-A-22|671456020000|21|500|72.915; 日野|2026090911|W5|Q10-A-22|671456020000|21|500|72.915
578,2,日野|2026090911|07|Q10-B-1|617766003000|21|500|72.905; 日野|2026091011|07|Q10-B-A|617766004000|21|500|72.9
579,4,日野|2026091011|07|Q10-B-1|617766003000|21|500|72.905; 日野|2026091011|07|Q10-B-3|617756002000|21|500|72.906; 日野|2026091011|W5|Q10-A-20|671466020000|21|500|72.914; 日野|2026091011|W5|Q10-A-22|671456020000|21|500|72.915
580,3,日野|2026090712|06|Q10-A-11|486226006000|1|750|72.911; 日野|2026090712|06|Q10-A-13|486246006000|1|750|72.913; 日野|2026090712|07|Q10-B-7|616236014000|1|500|72.908
581,3,日野|2026090712|07|Q10-D-23|617426014000|1|750|62.19; 日野|2026090712|07|Q10-D-23|617426014000|1|750|62.19; 日野|2026090712|07|Q10-D-25|617416014000|1|750|62.1901
582,3,日野|2026090812|06|Q10-A-11|486226006000|1|750|72.911; 日野|2026090812|06|Q10-A-12|486236006000|1|750|72.912; 日野|2026090812|06|Q10-A-13|486246006000|1|750|72.913
583,3,日野|2026090812|07|Q10-B-5|616246010000|1|500|72.907; 日野|2026090812|07|Q10-B-7|616236014000|1|500|72.908; 日野|2026090812|07|Q10-D-25|617416014000|1|750|62.1901
584,3,日野|2026090912|06|Q10-A-10|486216006000|1|750|72.91; 日野|2026090912|06|Q10-A-12|486236006000|1|750|72.912; 日野|2026090912|07|Q10-B-7|616236014000|1|500|72.908
585,3,日野|2026090912|07|Q10-D-23|617426014000|1|750|62.19; 日野|2026090912|07|Q10-D-25|617416014000|1|750|62.1901; 日野|2026091012|07|Q10-A-24|631426010000|1|1000|72.916
586,3,日野|2026091012|06|Q10-A-10|486216006000|1|750|72.91; 日野|2026091012|06|Q10-A-12|486236006000|1|750|72.912; 日野|2026091012|06|Q10-A-13|486246006000|1|750|72.913
587,3,日野|2026091012|07|Q10-B-7|616236014000|1|500|72.908; 日野|2026091012|07|Q10-D-23|617426014000|1|750|62.19; 日野|2026091012|07|Q10-D-25|617416014000|1|750|62.1901
588,1,日野|2026090712|07|Q10-A-24|631426010000|1|1000|72.916
589,2,日野|2026090712|07|Q10-B-23|5831160F1000|5|600|72.918; 日野|2026090812|07|Q10-B-23|5831160F1000|5|600|72.918
590,2,日野|2026090812|07|Q10-A-27|5831160F4000|5|600|72.917; 日野|2026091012|07|Q10-A-27|5831160F4000|5|600|72.917
591,4,日野|2026091012|07|Q10-B-1|617766003000|21|500|72.905; 日野|2026091012|07|Q10-B-B|617756003000|21|500|72.901; 日野|2026091012|W5|Q10-A-20|671466020000|21|500|72.914; 日野|2026091012|W5|Q10-A-22|671456020000|21|500|72.915
592,3,日野|2026090713|06|Q10-A-11|486226006000|1|750|72.911; 日野|2026090713|06|Q10-A-12|486236006000|1|750|72.912; 日野|2026090713|06|Q10-A-13|486246006000|1|750|72.913
593,4,日野|2026090713|06|Q10-A-10|486216006000|1|750|72.91; 日野|2026090713|07|Q10-B-5|616246010000|1|500|72.907; 日野|2026090713|07|Q10-B-7|616236014000|1|500|72.908; 日野|2026090713|07|Q10-B-7|616236014000|1|500|72.908
594,3,日野|2026090713|07|Q10-D-23|617426014000|1|750|62.19; 日野|2026090713|07|Q10-D-25|617416014000|1|750|62.1901; 日野|2026091013|07|Q10-A-24|631426010000|1|1000|72.916
595,3,日野|2026090813|06|Q10-A-10|486216006000|1|750|72.91; 日野|2026090813|07|Q10-B-5|616246010000|1|500|72.907; 日野|2026090813|07|Q10-D-25|617416014000|1|750|62.1901
596,3,日野|2026090813|07|Q10-D-23|617426014000|1|750|62.19; 日野|2026090813|07|Q10-D-23|617426014000|1|750|62.19; 日野|2026090913|07|Q10-A-24|631426010000|1|1000|72.916
597,3,日野|2026090913|06|Q10-A-11|486226006000|1|750|72.911; 日野|2026090913|06|Q10-A-13|486246006000|1|750|72.913; 日野|2026090913|07|Q10-B-7|616236014000|1|500|72.908
598,3,日野|2026090913|07|Q10-B-5|616246010000|1|500|72.907; 日野|2026090913|07|Q10-D-23|617426014000|1|750|62.19; 日野|2026090913|07|Q10-D-25|617416014000|1|750|62.1901
599,3,日野|2026091013|06|Q10-A-10|486216006000|1|750|72.91; 日野|2026091013|06|Q10-A-11|486226006000|1|750|72.911; 日野|2026091013|06|Q10-A-12|486236006000|1|750|72.912
600,4,日野|2026091013|07|Q10-A-7|631436012000|1|515|72.909; 日野|2026091013|07|Q10-B-5|616246010000|1|500|72.907; 日野|2026091013|07|Q10-B-7|616236014000|1|500|72.908; 日野|2026091013|07|Q10-D-25|617416014000|1|750|62.1901
601,1,日野|2026091013|07|Q10-D-23|617426014000|1|750|62.19
602,2,日野|2026090813|07|Q10-B-23|5831160F1000|5|600|72.918; 日野|2026090913|07|Q10-B-23|5831160F1000|5|600|72.918
603,2,日野|2026090713|07|Q10-A-27|5831160F4000|5|600|72.917; 日野|2026091013|07|Q10-B-23|5831160F1000|5|600|72.918
604,1,日野|2026090913|07|Q10-A-27|5831160F4000|5|600|72.917
605,4,日野|2026090713|07|Q10-B-3|617756002000|21|500|72.906; 日野|2026090713|W5|Q10-A-20|671466020000|21|500|72.914; 日野|2026090713|W5|Q10-A-22|671456020000|21|500|72.915; 日野|2026090713|W5|Q10-A-22|671456020000|21|500|72.915
606,2,日野|2026090713|07|Q10-B-B|617756003000|21|500|72.901; 日野|2026090913|07|Q10-B-B|617756003000|21|500|72.901
607,4,日野|2026090813|07|Q10-B-3|617756002000|21|500|72.906; 日野|2026090813|07|Q10-B-A|617766004000|21|500|72.9; 日野|2026090813|W5|Q10-A-20|671466020000|21|500|72.914; 日野|2026090813|W5|Q10-A-22|671456020000|21|500|72.915
608,4,日野|2026090913|07|Q10-B-1|617766003000|21|500|72.905; 日野|2026090913|07|Q10-B-3|617756002000|21|500|72.906; 日野|2026090913|W5|Q10-A-20|671466020000|21|500|72.914; 日野|2026090913|W5|Q10-A-22|671456020000|21|500|72.915
609,3,日野|2026090714|06|Q10-A-10|486216006000|1|750|72.91; 日野|2026090714|06|Q10-A-12|486236006000|1|750|72.912; 日野|2026090714|06|Q10-A-13|486246006000|1|750|72.913
610,3,日野|2026090814|06|Q10-A-10|486216006000|1|750|72.91; 日野|2026090814|06|Q10-A-11|486226006000|1|750|72.911; 日野|2026090814|06|Q10-A-12|486236006000|1|750|72.912
611,3,日野|2026090814|07|Q10-B-7|616236014000|1|500|72.908; 日野|2026090814|07|Q10-D-23|617426014000|1|750|62.19; 日野|2026090814|07|Q10-D-25|617416014000|1|750|62.1901
612,3,日野|2026090914|06|Q10-A-11|486226006000|1|750|72.911; 日野|2026090914|06|Q10-A-12|486236006000|1|750|72.912; 日野|2026090914|06|Q10-A-13|486246006000|1|750|72.913
613,3,日野|2026090914|06|Q10-A-10|486216006000|1|750|72.91; 日野|2026090914|07|Q10-D-23|617426014000|1|750|62.19; 日野|2026091014|07|Q10-A-24|631426010000|1|1000|72.916
614,3,日野|2026091014|06|Q10-A-11|486226006000|1|750|72.911; 日野|2026091014|06|Q10-A-12|486236006000|1|750|72.912; 日野|2026091014|06|Q10-A-13|486246006000|1|750|72.913
615,3,日野|2026090814|07|Q10-A-24|631426010000|1|1000|72.916; 日野|2026091014|06|Q10-A-10|486216006000|1|750|72.91; 日野|2026091014|07|Q10-D-25|617416014000|1|750|62.1901
616,2,日野|2026090714|07|Q10-B-23|5831160F1000|5|600|72.918; 日野|2026090814|07|Q10-A-27|5831160F4000|5|600|72.917
617,1,日野|2026091014|07|Q10-A-27|5831160F4000|5|600|72.917
618,2,日野|2026090714|07|Q10-A-1|631496003000|11|600|72.903; 日野|2026090714|07|Q10-A-3|631486005000|11|600|72.904
619,1,日野|2026091014|07|Q10-B-1|617766003000|21|500|72.905
